User_AI_ID,User_ID,User_Name,Account_Age,Global_Banned
206,1157067912104902847,general.pufferfish_96800#0,2023-09-28,False
207,1254894386957779077,ldsflow#0,2024-06-24,False
208,95462665555554304,scorchearth#0,2015-09-21,False
209,1070466844563087370,_.zakary._#0,2023-02-01,False
210,595425888062013471,drchinga8540#0,2019-07-02,False
211,648990507342626881,jimmyrhall#0,2019-11-26,False
212,383043708251013120,1936#0,2017-11-22,False
213,165703675426242560,farween#0,2016-04-02,False
214,871628737026850887,draco2353#0,2021-08-02,False
215,1159694184891035729,ashtonito#0,2023-10-06,False
216,815656363446501407,loby_diddy#0,2021-02-28,False
217,1119099708934197258,apollo720.#0,2023-06-16,False
218,1203368302341267517,shaheed.1#0,2024-02-03,False
219,961873076583292988,bunniloverr#0,2022-04-08,False
220,479811769808715826,drimeto#0,2018-08-17,False
221,1248408499008962683,teamstriker603#0,2024-06-06,False
222,844792635422933012,txdap#0,2021-05-20,False
223,395399239099744257,krider_#0,2017-12-27,False
224,618269495135305729,maskedsugargirl#0,2019-09-03,False
225,1126748522260201483,ilovemyschoolxd#0,2023-07-07,False
226,1222270044982214817,aaron037520#0,2024-03-26,False
227,932672204083191849,erbol._.0893241#0,2022-01-17,False
228,969082961532170240,bob_man_5464#0,2022-04-28,False
229,279394198115844096,crossbardic#0,2017-02-09,False
230,905184878906195998,letitallworkout#0,2021-11-02,False
231,340736107778146304,eon777.#0,2017-07-29,False
232,1263976577096618045,davieramirez#0,2024-07-19,False
233,637700247082106905,xosofiaxo#0,2019-10-26,False
234,1308248612932685897,.hopeful.hope#0,2024-11-19,False
235,1093184572570751017,themormongenealogist#0,2023-04-05,False
236,1254921615079112746,guest50983#0,2024-06-24,False
237,468939392854130722,the_griff.#0,2018-07-18,False
238,1040669720120152124,wolfspiritreal#0,2022-11-11,False
239,933848585760555038,kennedy07994#0,2022-01-20,False
240,787400861264379945,2zagal#0,2020-12-12,False
241,1232339319575023705,yohanna93#0,2024-04-23,False
242,1212228025572270090,brn.rbbr.#0,2024-02-28,False
243,1215347182203576341,eden_1830#0,2024-03-07,False
244,970351237662904370,altoid0verdose#0,2022-05-01,False
245,930832141972025345,alessxndro1879409#0,2022-01-12,False
246,1207488877288226838,terrancehorfield#0,2024-02-15,False
247,461666091442372629,.zenvis#0,2018-06-27,False
248,720411398626082857,cruzil#0,2020-06-10,False
249,1146257089505808414,tophat_vr23#0,2023-08-30,False
250,905488919519436851,fiendishschemes#0,2021-11-03,False
251,145430865768349696,boxinginaboxinaboxroom#0,2016-02-06,False
252,870201709832568853,tomwiththeweather#0,2021-07-29,False
253,860432429412384818,lyn.na#0,2021-07-02,False
254,449391274726916107,mina_nobias#0,2018-05-25,False
255,823964031878168616,veli.rxna#0,2021-03-23,False
256,1220398458498977892,little_kids69#0,2024-03-21,False
257,432406107818950658,flacotaco#0,2018-04-08,False
258,1231293980084404369,coattherapist#0,2024-04-20,False
259,582818887846854666,eggmastervalk#0,2019-05-28,False
260,1207080319962849341,fxfclow3ryt8hk#0,2024-02-13,False
261,1205615301325103176,digital.psycho#0,2024-02-09,False
262,319908656739123202,jonmybe#0,2017-06-01,False
263,323161733940379650,kubabuba1#0,2017-06-10,False
264,1338220210150441061,say.what.4now#0,2025-02-09,False
265,978435748254597141,ranchsxlost#0,2022-05-23,False
266,413366347985059851,paulithan#0,2018-02-14,False
267,952986339832373318,corztx#0,2022-03-14,False
268,849476542387716157,will.the.wrapper.animator#0,2021-06-02,False
269,903760877843546133,fancy3230#0,2021-10-29,False
270,1214614979911884841,liluzivertyyy#0,2024-03-05,False
271,1258007309343391784,harlemmmmm_#0,2024-07-03,False
272,1281739252048203923,zedonski#0,2024-09-06,False
273,411401392142548992,crash_bash42#0,2018-02-09,False
274,804903102431887431,busiestbee123#0,2021-01-30,False
275,1202832775951155244,rewindz3430#0,2024-02-02,False
276,801568480372981761,hey.hey.#0,2021-01-20,False
277,1223001206561964145,auahannon#0,2024-03-28,False
278,403632847191015436,chab6427#0,2018-01-18,False
279,1268709444355620874,ej_is_cool#0,2024-08-01,False
280,1196203171761107017,brendonbainbridge#0,2024-01-14,False
281,1103829948042588232,vox.omni#0,2023-05-04,False
282,1224953803170775163,ezeike1#0,2024-04-03,False
283,1220601024319062080,lordzay168#0,2024-03-22,False
284,1293614382068138034,tiffanyybr#0,2024-10-09,False
285,1235298520789942344,kierce12#0,2024-05-01,False
286,1207731312920633434,eyepeep#0,2024-02-15,False
287,396602272982892544,elether.#0,2017-12-30,False
288,1224480332565446776,nem20201999#0,2024-04-01,False
289,965603860725002240,theteath0532#0,2022-04-18,False
290,486524235477417985,veogamer#0,2018-09-04,False
291,883475203643027487,taungoo#0,2021-09-03,False
292,1184202200684179469,isak_lds#0,2023-12-12,False
293,1235863297933312070,dylpikl3#0,2024-05-03,False
294,1138009455204761641,ulo_gothacked#0,2023-08-07,False
295,878728986862170122,heyoka_#0,2021-08-21,False
296,659708436333854730,.x_d#0,2019-12-26,False
297,1074083530663022713,bogoza65#0,2023-02-11,False
298,1160992531404824817,manaafu1#0,2023-10-09,False
299,619615460505288785,cenestra#0,2019-09-06,False
300,1008943302080462910,rahsch#0,2022-08-16,False
301,1009255599042736209,prince_elnarion#0,2022-08-17,False
302,1153557401534996511,chirubean#0,2023-09-19,False
303,1228522339273146418,fhfueuu333#0,2024-04-13,False
304,847204933848793129,atxparadox2579#0,2021-05-26,False
305,826023921316528158,otfcfy#0,2021-03-29,False
306,778793791200165899,robbie51#0,2020-11-19,False
307,548687003927969823,gasbug1#0,2019-02-23,False
308,432682009630998538,paulgee98#0,2018-04-08,False
309,1328545025797259306,thehighplainspiper#0,2025-01-14,False
310,747927712961921196,marcold#0,2020-08-25,False
311,1147965078000382044,gb_game_master#0,2023-09-03,False
312,1115310070452977715,jser_8811#0,2023-06-05,False
313,981647400542273546,uberlieferungmeister#0,2022-06-01,False
314,895303956996182026,eppy.kat#0,2021-10-06,False
315,1323512297116925957,imdasuberchud#0,2024-12-31,False
316,719865156389044235,.theologia#0,2020-06-09,False
317,355156466094833674,arcond#0,2017-09-07,False
318,740493195636637697,peaked3977#0,2020-08-05,False
319,1261086342469910578,anerigo_58390#0,2024-07-11,False
320,795672065805254657,persononceagain#0,2021-01-04,False
321,732947231149129889,avepaxamericana#0,2020-07-15,False
322,344886679657512961,infinitecaz#0,2017-08-09,False
323,1048459305260679208,honeybee1830#0,2022-12-03,False
324,374704962040627200,drinker_of_milk#0,2017-10-30,False
325,1282960716743315458,quintonjkr#0,2024-09-10,False
326,396662739864649729,mr.saltman#0,2017-12-30,False
327,880649034145099797,thebacktrackpodcast.#0,2021-08-27,False
328,895108338050793492,biden#0,2021-10-06,False
329,1044107902421581825,jhoooww#0,2022-11-21,False
330,1066330742042398750,tiredyoungman#0,2023-01-21,False
331,1052432793453469727,thebasedoneishere._.#0,2022-12-14,False
332,832414117637259334,grace1930#0,2021-04-16,False
333,660256269441171477,theserba#0,2019-12-27,False
334,1295309167040532501,perfectlittleangell#0,2024-10-14,False
335,519340773892816917,ineterio44#0,2018-12-04,False
336,1042510483627986997,0lekh#0,2022-11-16,False
337,279792567162503170,the.bogan#0,2017-02-11,False
338,398256875151294476,boop33#0,2018-01-03,False
339,1249813382865879094,staticshow_#0,2024-06-10,False
340,345249799403995136,thebuilder18#0,2017-08-10,False
341,1089963546584031332,olebitch#0,2023-03-27,False
342,1284981279066165370,sonofkingarthur#0,2024-09-15,False
343,694240061331603556,gloomy_angel#0,2020-03-30,False
344,834315578222182403,mahonri_moriancumer#0,2021-04-21,False
345,1180678261949341787,jess_23244#0,2023-12-03,False
346,1251700129715585106,thesaintpreacher#0,2024-06-16,False
347,607968249161973791,justababy#0,2019-08-05,False
348,1282095004252377094,az82651#0,2024-09-07,False
349,1219080474689798175,becomeexalted#0,2024-03-18,False
350,951132207655825408,jewggernaut#0,2022-03-09,False
351,993588542238380052,celestialsaints_55976#0,2022-07-04,False
352,932696186480111626,bittten8190#0,2022-01-17,False
353,1241399733927280670,dandylionzi_38551#0,2024-05-18,False
354,1256040914862866503,thespectrumiscomingagain#0,2024-06-28,False
355,1245786615385690212,legosnowhare#0,2024-05-30,False
356,881988084508545074,g.ree.d#0,2021-08-30,False
357,1070127362454339625,.aadarr9699#0,2023-01-31,False
358,440820337048027147,pepethesailor#0,2018-05-01,False
359,738151248011853824,bigno0b47#0,2020-07-29,False
360,418500224189857792,amoraq#0,2018-02-28,False
361,321702767343304715,valhalla_is_calling#0,2017-06-06,False
362,615710462989828096,zacharyelliott6371#0,2019-08-27,False
363,1048775369056071803,mrdm19#0,2022-12-04,False
364,1282762695514263552,whisperingpines._.dream#0,2024-09-09,False
365,925105969925611540,pantera270#0,2021-12-27,False
366,1316216899729752085,hatari1103#0,2024-12-11,False
367,1218853794859712523,sydevvv#0,2024-03-17,False
368,1234874509014597736,rizzler625#0,2024-04-30,False
369,1092452180696518706,lizzabee23#0,2023-04-03,False
370,876424682826530826,jewlds#0,2021-08-15,False
371,705480222262427721,redlight_lies#0,2020-04-30,False
372,1313341317241241702,ceciliamartha#0,2024-12-03,False
373,1126402150650613790,tahlehi#0,2023-07-06,False
374,1309551837975937069,brazucacocoabutter#0,2024-11-22,False
375,1299828662086008933,maialoaf#0,2024-10-26,False
376,1278555311044825200,them1abrahams#0,2024-08-29,False
377,647131830499409922,p_a_n_i_c#0,2019-11-21,False
378,1340497509394550886,prententiousidealist#0,2025-02-16,False
379,843111707902738452,jrhi123#0,2021-05-15,False
380,748940882488721520,i_reverie#0,2020-08-28,False
381,307790417129242626,norkalios#0,2017-04-29,False
382,551284063923732484,aronopedia#0,2019-03-02,False
383,603196743168819209,mezzoman#0,2019-07-23,False
384,694044531280314419,bobothejedi#0,2020-03-30,False
385,781923002471677972,the_ceg_03#0,2020-11-27,False
386,152253577488760832,davoro#0,2016-02-25,False
387,1167313327882518549,animeluver.#0,2023-10-27,False
388,267008428528893962,miller9#0,2017-01-06,False
389,690037467528822811,brandy2420#0,2020-03-19,False
390,1130306763451805716,jtodd9540256#0,2023-07-17,False
391,1240797270216282120,cdawg1093.#0,2024-05-16,False
392,1036772710933598249,aydenmg00#0,2022-10-31,False
393,785563536817520680,computer0101#0,2020-12-07,False
394,1275571056572366963,josh001717#0,2024-08-20,False
395,892230807899476008,juliewellman#0,2021-09-28,False
396,422248754767331339,mammon12#0,2018-03-11,False
397,1066916447932129330,jesuschristismylord_and_savior#0,2023-01-23,False
398,1341376253181296711,phenomenal_panda_80875#0,2025-02-18,False
399,537496336749297694,duskysiren#0,2019-01-23,False
400,1340819845242945587,hanmill0060#0,2025-02-16,False
401,305535159019765772,ragingformdragon#0,2017-04-23,False
402,994319174765649960,adictoati#0,2022-07-06,False
403,1279116181827092504,focaarpa_66389#0,2024-08-30,True
404,812367891205718077,seabergaming#0,2021-02-19,False
405,1211574720181567488,hinckley19#0,2024-02-26,False
406,1342696055233581056,s3m4t4ry.luvs.u#0,2025-02-22,False
407,1314753909067354223,heather.6101#0,2024-12-07,False
408,1026648957591498782,haseurde_v3#0,2022-10-04,True
409,402326901982494741,universe25#0,2018-01-15,True
410,877408910317846578,ya_boi_roshi#0,2021-08-18,True
411,513405010701451277,b3ar1392#0,2018-11-17,True
412,993888756237090917,classyglass.#0,2022-07-05,True
413,363847199907643393,1ander#0,2017-10-01,True
414,1267872649363587083,deleted_user_a2d09a6097d0#0,2024-07-30,True
415,838858586851246110,retrox1986#0,2021-05-03,True
416,454135399804174336,mr_goober#0,2018-06-07,True
417,1279976294481924148,evankash0#0,2024-09-02,True
418,1283248815519826100,deleted_user_427515b30cc6#0,2024-09-11,True
419,689216589651902506,oldsweetc#0,2020-03-16,True
420,1223236323058384918,bigt02262#0,2024-03-29,True
421,1233928944642953267,aexeo5#0,2024-04-27,True
422,1271617812263080098,peaceandblessings1#0,2024-08-09,True
423,1285614448937013268,jk645#0,2024-09-17,True
424,721156611464233041,jool0#0,2020-06-13,True
425,196713296076865536,casual2d#0,2016-06-26,True
426,1296582983645397153,macussaw#0,2024-10-17,True
427,1277034883390246926,lol23892734#0,2024-08-24,True
428,1279127468174737513,deleted_user_a0df165ba6f7#0,2024-08-30,True
429,560226275189587968,pieceofshit8860#0,2019-03-26,True
430,488346670598193174,flacherdlernotreally#0,2018-09-09,True
431,653682483870826507,sigrand_#0,2019-12-09,True
432,1227816601265504266,haventheorthodox#0,2024-04-11,True
433,1163402527878955038,rizwanjuma#0,2023-10-16,True
434,1267211230540599418,mugoyajoshua#0,2024-07-28,True
435,1297286141330063446,hansenfjotolf#0,2024-10-19,True
436,1293106170952683553,thenameisb#0,2024-10-08,True
437,1315833295614902302,captainmoccasin#0,2024-12-10,True
438,1072586173056286780,directorshamusxi#0,2023-02-07,True
439,1138206073568886846,asseater2633#0,2023-08-07,True
440,504436717072416769,slim1218#0,2018-10-23,True
441,1319150432051925003,butterbeans62#0,2024-12-19,True
442,764945227894226955,skient#0,2020-10-11,True
443,684811954979733587,lara_alvarez_#0,2020-03-04,True
444,1321340610778632204,carnievil#0,2024-12-25,False
445,1215232486582263818,nb88x#0,2024-03-07,False
446,1090745857869086740,our_tiny_hotel#0,2023-03-29,False
447,915449765817372672,banana.annaaaaaaaaa#0,2021-12-01,False
448,851538403421061231,slayeuroftheunclean#0,2021-06-07,False
449,1241488336741203998,controlfr3eak#0,2024-05-18,False
450,1193584296192131162,mateo_watson#0,2024-01-07,False
451,805664184871157771,kingofthepirates42069#0,2021-02-01,False
452,1310685268902150167,anfun_23#0,2024-11-25,True
453,1310992871616286844,realroyalste#0,2024-11-26,False
454,1294459437192318996,melodybelle027#0,2024-10-12,False
455,755500341411184762,phantom12203#0,2020-09-15,False
456,206220088267767809,ace159#0,2016-07-23,False
457,816826330607910922,noobian#0,2021-03-04,False
458,1294600107601170506,laniiyaur#0,2024-10-12,False
459,1220222535275118592,donebad2244#0,2024-03-21,False
460,1329496167985451064,barion.inx#0,2025-01-16,False
461,1314275934253219862,ziemelu#0,2024-12-05,False
462,1315728232699396096,barryfoxworth#0,2024-12-09,False
463,1191850689056477255,moroninephi#0,2024-01-02,False
464,1341742620967174266,sarahwilliams0055#0,2025-02-19,False
465,1197764079197102127,edohoi1991#0,2024-01-19,False
466,1345341163934322719,mattsshoweet#0,2025-03-01,False
467,951968464921325608,master_narwhal#0,2022-03-11,True
468,1181971447963455532,forestgreenie#0,2023-12-06,False
469,955941115897458698,_karlag#0,2022-03-22,False
470,986582725240709180,lomopolo5678#0,2022-06-15,False
471,1057177403010584647,slimtheguy#0,2022-12-27,False
472,960311760005500979,octopus_salad#0,2022-04-03,False
473,890692135827959919,saint._._.#0,2021-09-23,False
474,951234029338898503,deseretdelight#0,2022-03-09,False
475,1306425089201405993,geraldine08766#0,2024-11-14,False
476,1333484110991200350,lupinwolf180#0,2025-01-27,False
477,173443544973836309,voidhog.#0,2016-04-23,False
478,1342299020550344905,anthony077736#0,2025-02-21,True
479,1106977068715098193,broncosfann#0,2023-05-13,False
480,1114573227545604247,dkow93jr#0,2023-06-03,False
481,400809809269620736,sirarctic#0,2018-01-11,False
482,1348071479182495864,family.friends.04#0,2025-03-08,False
483,1183524370468053024,ilyas_mujahid#0,2023-12-10,False
484,812444237865811988,fizzykitty_3#0,2021-02-19,False
485,1179957385649999882,brinley123#0,2023-12-01,False
486,986722218115473478,beyondmorris#0,2022-06-15,False
487,1336578474210754613,hygo0839#0,2025-02-05,False
488,1007751584245100594,alabamabluejay#0,2022-08-12,False
489,1070062331704389802,zomco_ceo#0,2023-01-31,False
490,423949147973091339,jgncl#0,2018-03-15,False
491,1318353126578847846,blondehairedperfection#0,2024-12-16,True
492,1233883020717592727,basedgarybusey#0,2024-04-27,True
493,745736031734595716,merican1826#0,2020-08-19,False
494,918274961544732715,missledragon#0,2021-12-08,False
495,805655353987563561,lia_hea#0,2021-02-01,False
496,1271799984777330731,zeroismycard#0,2024-08-10,False
497,960535078734290975,spyguy0329#0,2022-04-04,False
498,194468102086328321,iamnotafish#0,2016-06-20,False
499,817702036141113385,rieaeia#0,2021-03-06,False
500,725316295397998652,tishetheone#0,2020-06-24,False
501,1352336924018343956,Mexican#4559,2025-03-20,True
502,1353183612987772928,georocks1975#0,2025-03-23,False
503,1337492068490150041,teil23#0,2025-02-07,False
504,1235848446598975539,thesouthernjew#0,2024-05-03,False
505,1163339013004984370,ash80085.#0,2023-10-16,False
506,1222296699251458259,bamacpl69#0,2024-03-26,True
507,1319723123087642655,freedomlover1776__92119#0,2024-12-20,False
